Country,Year,GDP_Growth,Gov_Expenditure,Inflation,Unemployment,Investment_FDI,Real_Interest_Rate,Trade_Openness
KOR,2004,5.1836368597334,11.8856980801376,3.59066298882578,3.42,1.61486572889407,2.55986121207347,67.9270638751076
KOR,2005,4.35823667337156,12.3342666695472,2.75379162735039,3.482,1.403996477148,4.40527011082801,66.1695148242697
KOR,2006,5.24500550580342,12.8064371013535,2.24234028518921,3.254,0.836569086676283,6.16075413094103,68.3749509402263
KOR,2007,5.8419633918717,12.8258089855345,2.53457382137932,3.013,0.722975995794071,3.9416601586454,71.3239614988013
KOR,2008,3.00440451679569,13.3680401279198,4.67389655533408,2.959,1.02488987542862,4.10863165815276,92.0833544961819
KOR,2009,0.81986175641795,13.9553200396238,2.7564965449393,3.363,0.917731561520283,2.07481127238993,83.1246099057162
KOR,2010,6.98166138853071,13.5041083461487,2.93928652655686,3.324,0.796207328344812,2.71883334374472,88.0278677123124
KOR,2011,3.6880320602952,13.7084319244367,4.0259650043609,2.992,0.747683727442323,4.42580144247274,101.68061646213
KOR,2012,2.54766550568242,14.0026335270874,2.18707104433314,2.812,0.711120351080011,4.05140294190715,101.51727207905
KOR,2013,3.2913959543442,14.2597016228901,1.30134754547413,3.067,0.889863368558993,3.52829393471496,94.1675235855873
KOR,2014,3.21468019683108,14.4870309446874,1.27477446401322,3.082,0.595893048504325,3.17863075274962,86.9342577972039
